RL ID,Order,Family,Species,Common Name,ED,RL Status,GE,EDGE,EDGE Rank,Distribution,Median ED
186065,ANURA,ELEUTHERODACTYLIDAE,Diasporus ventrimaculatus,NA,18.82617382,Vulnerable,2,4.373297336,793,Costa Rica,16.42792702
7149,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus cooki,Coqui Guajon,18.57113844,Vulnerable,2,4.360350314,794,Puerto Rico,16.42792702
57909,ANURA,MICROHYLIDAE,Oreophryne celebensis,NA,18.53184482,Vulnerable,2,4.358340562,795,NA,16.42792702
57932,ANURA,MICROHYLIDAE,Oreophryne variabilis,NA,18.53184482,Vulnerable,2,4.358340562,795,NA,16.42792702
56570,ANURA,CRAUGASTORIDAE,Tachiramantis douglasi,NA,18.52681265,Vulnerable,2,4.35808289,797,Colombia,16.42792702
57553,ANURA,MEGOPHRYIDAE,Leptobrachium hainanense,NA,18.48988994,Vulnerable,2,4.356190228,798,China,16.42792702
58326,ANURA,DICROGLOSSIDAE,Limnonectes acanthi,Busuanga Wart Frog,18.48758985,Vulnerable,2,4.356072206,799,Philippines,16.42792702
56953,ANURA,CRAUGASTORIDAE,Pristimantis schultei,Schulte's Robber Frog,18.43308163,Vulnerable,2,4.353271214,800,Peru,16.42792702
58838,ANURA,RHACOPHORIDAE,Philautus erythrophthalmus,NA,18.39846223,Vulnerable,2,4.351488158,801,Malaysia,16.42792702
58846,ANURA,RHACOPHORIDAE,Philautus garo,Garo Hills Bubble-nest Frog,18.39846223,Vulnerable,2,4.351488158,801,India,16.42792702
58884,ANURA,RHACOPHORIDAE,Philautus pallidipes,Pangerango Bubble-nest Frog,18.39846223,Vulnerable,2,4.351488158,801,Indonesia,16.42792702
46255743,ANURA,MEGOPHRYIDAE,Leptobrachium leucops,NA,18.39698927,Vulnerable,2,4.351412223,804,Viet Nam,16.42792702
46256092,ANURA,MEGOPHRYIDAE,Leptobrachium mangyanorum,Mindoro Litter Frog,18.39698927,Vulnerable,2,4.351412223,804,NA,16.42792702
47151415,ANURA,MEGOPHRYIDAE,Leptobrachium tagbanorum,Palawan Litter Frog,18.39698927,Vulnerable,2,4.351412223,804,NA,16.42792702
191005,ANURA,BUFONIDAE,Rhaebo andinophrynoides,NA,18.38790602,Vulnerable,2,4.350943832,807,"Colombia,Ecuador",16.42792702
58658,ANURA,RANIDAE,Pulchrana mangyanum,NA,18.27748773,Vulnerable,2,4.345232337,808,NA,16.42792702
58439,ANURA,DICROGLOSSIDAE,Quasipaa spinosa,Chinese Edible Frog,18.25936712,Vulnerable,2,4.344291907,809,"China,Hong Kong,Viet Nam",16.42792702
58424,ANURA,DICROGLOSSIDAE,Quasipaa exilispinosa,Little Spiny Frog,18.2068643,Vulnerable,2,4.341562092,810,"China,Hong Kong",16.42792702
57149,ANURA,LEPTODACTYLIDAE,Leptodactylus nesiotus,NA,18.20097317,Vulnerable,2,4.341255325,811,Trinidad and Tobago,16.42792702
136080,ANURA,LEPTODACTYLIDAE,Leptodactylus peritoaktites,Rana Ahumada De La Selva Costera De Ecuador,18.20097317,Vulnerable,2,4.341255325,811,Ecuador,16.42792702
